stim,x,y,theta,phi
./test/1.png,300,300,1.759995349,1.570796327
./test/1.png,200,100,-1.076854958,0.590592922
./test/2.png,200,100,2.685520657,1.180677771
./test/1.png,100,100,0.592697405,1.181524439
./test/1.png,100,200,0.511230712,0.940212742
./test/2.png,300,300,0.511230712,0.940212742
./test/2.png,100,100,0.625978258,1.570796327
./test/2.png,100,200,-0.840896669,1.019803903
